MainIsland,Region,Province,LegislativeDistrict,Municipality,DistrictEngineeringOffice,ProjectId,ProjectName,TypeOfWork,FundingYear,ContractId,ApprovedBudgetForContract,ContractCost,ActualCompletionDate,Contractor,ContractorCount,StartDate,ProjectLatitude,ProjectLongitude,ProvincialCapital,ProvincialCapitalLatitude,ProvincialCapitalLongitude
Mindanao,Region XII,South Cotabato,SOUTH COTABATO (SECOND LEGISLATIVE DISTRICT),NORALA (SOUTH COTABATO),South Cotabato 2nd District Engineering Office,P00721508MN,"Construction of River Bank Protection along Banga River, Barangay BS Aquino, Norala, South Cotabato",Construction of Flood Mitigation Structure,2023,23MG0029,27440000,27437932.69,2023-09-11,BETTER WORK CONSTRUCTION,1,2023-04-17,6.52611111,124.6980556,Koronadal City,6.5032,124.8469
Mindanao,Region XII,South Cotabato,SOUTH COTABATO (SECOND LEGISLATIVE DISTRICT),NORALA (SOUTH COTABATO),South Cotabato 2nd District Engineering Office,P00721509MN,"Construction of River Bank Protection along Banga River, Barangay Puti, Norala, South Cotabato",Construction of Flood Mitigation Structure,2023,23MG0010,34300000,34299868.03,2023-10-10,PALMARES CONSTRUCTION & GENERAL MERCHANDISE CORP. (FORMERLY: PALMARES GENERAL MERCHANDISE),1,2023-04-17,6.5133333,124.6980556,Koronadal City,6.5032,124.8469
Mindanao,Region XII,South Cotabato,SOUTH COTABATO (SECOND LEGISLATIVE DISTRICT),NORALA (SOUTH COTABATO),South Cotabato 2nd District Engineering Office,P00732167MN,"Construction of River Bank Protection Structure along Banga River, Barangay San Miguel, Norala, South Cotabato",Construction of Flood Mitigation Structure,2023,23MG0001,49000000,24499940.38,2023-08-07,REYDAN BUILDERS,1,2023-04-17,6.493623,124.721943,Koronadal City,6.5032,124.8469
Mindanao,Region XII,South Cotabato,SOUTH COTABATO (SECOND LEGISLATIVE DISTRICT),NORALA (SOUTH COTABATO),South Cotabato 2nd District Engineering Office,P00734376MN,"Construction of River Bank Protection along Ala River, Brgy. Kolambog, Norala, South Cotabato",Construction of Flood Mitigation Structure,2023,23M00231,310576313.24,74137420.79,2024-04-11,ABU CONSTRUCTION,1,2023-08-30,6.531424,124.604965,Koronadal City,6.5032,124.8469
Mindanao,Region XII,South Cotabato,SOUTH COTABATO (THIRD LEGISLATIVE DISTRICT),GENERAL SANTOS CITY (DADIANGAS) (SOUTH COTABATO),South Cotabato 1st District Engineering Office,P00620283MN,"Construction of Concrete Revetment, Sinawal River, Barangay Labangal, General Santos City",Construction of Revetment,2022,22MB0016,49000000,48849784.13,2022-10-01,MJ TIONGSON CONSTRUCTION (FORMERLY: MJT BUILDERS) / REYDAN BUILDERS,2,2022-02-24,6.120865,125.138251,Koronadal City,6.5032,124.8469
Mindanao,Region XII,South Cotabato,SOUTH COTABATO (THIRD LEGISLATIVE DISTRICT),GENERAL SANTOS CITY (DADIANGAS) (SOUTH COTABATO),South Cotabato 1st District Engineering Office,P00630528MN,"Construction of Revetment along Makar River, General Santos City",Construction of Revetment,2022,22MB0022,62725000,62723813.21,2022-09-10,J.G. ORANZA CONSTRUCTION,1,2022-02-24,6.094836,125.140432,Koronadal City,6.5032,124.8469
Mindanao,Region XII,South Cotabato,SOUTH COTABATO (THIRD LEGISLATIVE DISTRICT),GENERAL SANTOS CITY (DADIANGAS) (SOUTH COTABATO),South Cotabato 1st District Engineering Office,P00630529MN,"Construction of Revetment along Sinawal River, General Santos City",Construction of Revetment,2022,22MB0023,91675000,88424895.91,2023-09-17,LEGACY CONSTRUCTION CORPORATION (FORMERLY: LEGACY CONSTRUCTION),1,2022-02-24,6.129722,125.111111,Koronadal City,6.5032,124.8469
Mindanao,Region XII,South Cotabato,SOUTH COTABATO (THIRD LEGISLATIVE DISTRICT),GENERAL SANTOS CITY (DADIANGAS) (SOUTH COTABATO),South Cotabato 1st District Engineering Office,P00630530MN,"Construction of Revetment along Tinagacan-Buayan River (Phase 3), Brgy. Tinagacan, General Santos City",Construction of Revetment,2022,22MB0024,91675000,91629683.47,2023-01-20,J.G. ORANZA CONSTRUCTION,1,2022-02-24,6.207778,125.235,Koronadal City,6.5032,124.8469
Mindanao,Region XII,South Cotabato,SOUTH COTABATO (THIRD LEGISLATIVE DISTRICT),GENERAL SANTOS CITY (DADIANGAS) (SOUTH COTABATO),South Cotabato 1st District Engineering Office,P00631108MN,"Construction of Drainage at Rosas Street, Barangay Dadiangas South, General Santos City",Construction of Drainage Structure,2022,22MB0027,4950000,4914570.5,2022-08-09,VANVI CONSTRUCTION,1,2022-02-24,6.207222,125.234444,Koronadal City,6.5032,124.8469
Mindanao,Region XII,South Cotabato,SOUTH COTABATO (THIRD LEGISLATIVE DISTRICT),GENERAL SANTOS CITY (DADIANGAS) (SOUTH COTABATO),South Cotabato 1st District Engineering Office,P00620235MN,"Construction of Concrete Revetment Lower Klinan-Mabuhay (Silway River Basin), Sta. 0+694 - Sta. 1+318, Brgy. Mabuhay, General Santos City",Construction of Revetment,2022,22MB0013,86850000,86848180.34,2022-11-17,LLABAN CONSTRUCTION & SUPPLY (FORMERLY: LLABAN CON / TAJ BUILDERS AND SUPPLY,2,2022-03-29,6.201185,125.133562,Koronadal City,6.5032,124.8469
Mindanao,Region XII,South Cotabato,SOUTH COTABATO (THIRD LEGISLATIVE DISTRICT),GENERAL SANTOS CITY (DADIANGAS) (SOUTH COTABATO),South Cotabato 1st District Engineering Office,P00620238MN,"Construction of Concrete Revetment Lower Klinan-Mabuhay (Silway River Basin), Sta. 0+000 - Sta. 0+694, Brgy. Mabuhay, General Santos City",Construction of Revetment,2022,22MB0014,96500000,96498596.33,2022-11-29,J.G. ORANZA CONSTRUCTION,1,2022-03-29,6.198333,125.133611,Koronadal City,6.5032,124.8469
Mindanao,Region XII,South Cotabato,SOUTH COTABATO (THIRD LEGISLATIVE DISTRICT),GENERAL SANTOS CITY (DADIANGAS) (SOUTH COTABATO),South Cotabato 1st District Engineering Office,P00631109MN,"Construction of Drainage System at Kasoy Street, Barangay Dadiangas East, General Santos City",Construction of Drainage Structure,2022,22MB0028,4950000,4587878.27,2022-08-08,"HANNA VIA CONSTRUCTION, INC. (FORMERLY:HANNA VIA DESIGN & CONSTRUCTION)",1,2022-03-29,6.114722,125.178056,Koronadal City,6.5032,124.8469
Mindanao,Region XII,South Cotabato,SOUTH COTABATO (THIRD LEGISLATIVE DISTRICT),GENERAL SANTOS CITY (DADIANGAS) (SOUTH COTABATO),South Cotabato 1st District Engineering Office,P00634143MN,"Construction of Drainage Canal From Tieza Street to Bulaong Avenue, Brgy. Dadiangas North, General Santos City",Construction of Drainage Structure,2022,22MB0090,7920000,7210020.33,2022-07-20,CROSMAK CONSTRUCTION WORKS INCORPORATED,1,2022-03-29,6.113611,125.164167,Koronadal City,6.5032,124.8469
Mindanao,Region XII,South Cotabato,SOUTH COTABATO (THIRD LEGISLATIVE DISTRICT),GENERAL SANTOS CITY (DADIANGAS) (SOUTH COTABATO),South Cotabato 1st District Engineering Office,P00634144MN,"Construction of Drainage with Curb and Gutter at Purok San Roque, Brgy. Labangal, General Santos City",Construction of Drainage Structure,2022,22MB0091,4950000,4914808.13,2022-07-17,"HANNA VIA CONSTRUCTION, INC. (FORMERLY:HANNA VIA DESIGN & CONSTRUCTION)",1,2022-03-29,6.100502,125.154162,Koronadal City,6.5032,124.8469
Mindanao,Region XII,South Cotabato,SOUTH COTABATO (THIRD LEGISLATIVE DISTRICT),GENERAL SANTOS CITY (DADIANGAS) (SOUTH COTABATO),South Cotabato 1st District Engineering Office,P00721460MN,"Construction of Concrete Revetment, Makar River, (Downstream of Upper Makar Bridge), General Santos City",Construction of Flood Mitigation Structure,2023,23MB0077,51145000,51143542.75,2023-09-23,MJ TIONGSON CONSTRUCTION (FORMERLY: MJT BUILDERS) / REYDAN BUILDERS,2,2023-02-21,6.084358,125.107489,Koronadal City,6.5032,124.8469
Mindanao,Region XII,South Cotabato,SOUTH COTABATO (THIRD LEGISLATIVE DISTRICT),GENERAL SANTOS CITY (DADIANGAS) (SOUTH COTABATO),South Cotabato 1st District Engineering Office,P00721461MN,"Construction of Concrete Revetment, Upper Silway Bridge, Silway River, General Santos City",Construction of Flood Mitigation Structure,2023,23MB0079,51145000,51143096.92,2023-10-27,J.G. ORANZA CONSTRUCTION,1,2023-02-21,6.153104,125.142108,Koronadal City,6.5032,124.8469
Mindanao,Region XII,South Cotabato,SOUTH COTABATO (THIRD LEGISLATIVE DISTRICT),GENERAL SANTOS CITY (DADIANGAS) (SOUTH COTABATO),South Cotabato 1st District Engineering Office,P00721462MN,"Construction of Concrete Revetment, Makar River, Barangay Labangal, General Santos City",Construction of Flood Mitigation Structure,2023,23MB0078,65137500,65136465.86,2023-04-24,J.G. ORANZA CONSTRUCTION,1,2023-02-21,6.086202,125.117007,Koronadal City,6.5032,124.8469
Mindanao,Region XII,South Cotabato,SOUTH COTABATO (THIRD LEGISLATIVE DISTRICT),GENERAL SANTOS CITY (DADIANGAS) (SOUTH COTABATO),South Cotabato 1st District Engineering Office,P00721465MN,"Construction of Concrete Revetment, Upper Sinawal Bridge, Sinawal River, General Santos City",Construction of Flood Mitigation Structure,2023,23MB0080,51145000,51144998.16,2023-08-27,RUCS KONSULT & CONSTRUCTION SERVICES / SALMEGA BUILDERS,2,2023-02-21,6.130222,125.110575,Koronadal City,6.5032,124.8469
Mindanao,Region XII,South Cotabato,SOUTH COTABATO (THIRD LEGISLATIVE DISTRICT),GENERAL SANTOS CITY (DADIANGAS) (SOUTH COTABATO),South Cotabato 1st District Engineering Office,P00721464MN,"Construction of Concrete Revetment along Sinawal River, General Santos City",Construction of Flood Mitigation Structure,2023,23MB0075,86850000,86847861.53,2024-03-03,"JDRC CONSTRUCTION & SUPPLIES, CORP.",1,2023-03-30,6.129936,125.1157806,Koronadal City,6.5032,124.8469
Mindanao,Region XII,South Cotabato,SOUTH COTABATO (THIRD LEGISLATIVE DISTRICT),GENERAL SANTOS CITY (DADIANGAS) (SOUTH COTABATO),South Cotabato 1st District Engineering Office,P00721463MN,"Construction of Concrete Revetment, Buayan River, General Santos City",Construction of Flood Mitigation Structure,2023,23MB0076,51145000,51144987.94,2024-03-13,VICENTE T. LAO CONSTRUCTION,1,2023-04-11,6.113588,125.240915,Koronadal City,6.5032,124.8469
Mindanao,Region XII,South Cotabato,SOUTH COTABATO (THIRD LEGISLATIVE DISTRICT),GENERAL SANTOS CITY (DADIANGAS) (SOUTH COTABATO),South Cotabato 1st District Engineering Office,P00734409MN,"Construction of Drainage, Barangay Apopong, General Santos City, South Cotabato",Construction of Drainage Structure,2023,23MB0087,9900000,9899952.37,2023-09-14,MJ TIONGSON CONSTRUCTION (FORMERLY: MJT BUILDERS),1,2023-04-11,6.137223,125.138384,Koronadal City,6.5032,124.8469
Mindanao,Region XII,South Cotabato,SOUTH COTABATO (THIRD LEGISLATIVE DISTRICT),GENERAL SANTOS CITY (DADIANGAS) (SOUTH COTABATO),South Cotabato 1st District Engineering Office,P00734411MN,"Construction of Drainage, Barangay Dadiangas North, General Santos City, South Cotabato",Construction of Drainage Structure,2023,23MB0088,4950000,4949311.86,2023-07-10,GRECO CONSTRUCTION AND SUPPLY,1,2023-04-11,6.117001,125.168904,Koronadal City,6.5032,124.8469
Mindanao,Region XII,South Cotabato,SOUTH COTABATO (THIRD LEGISLATIVE DISTRICT),GENERAL SANTOS CITY (DADIANGAS) (SOUTH COTABATO),South Cotabato 1st District Engineering Office,P00734410MN,"Construction of Floodway from Road 7 to Existing Creek, Brgy. Fatima, General Santos City",Construction of Flood Mitigation Structure,2023,23MB0128,19800000,19798637.03,2023-12-01,"HANNA VIA CONSTRUCTION, INC. (FORMERLY:HANNA VIA DESIGN & CONSTRUCTION)",1,2023-05-25,6.065445,125.121313,Koronadal City,6.5032,124.8469
Mindanao,Region XII,South Cotabato,SOUTH COTABATO (THIRD LEGISLATIVE DISTRICT),GENERAL SANTOS CITY (DADIANGAS) (SOUTH COTABATO),South Cotabato 1st District Engineering Office,P00721315MN,"Construction of Concrete Revetment, Mabuhay Bridge, General Santos City",Construction of Flood Mitigation Structure,2023,23MB0074,51145000,51089346.18,2024-02-02,TSQUARE CONSTRUCTION CORPORATION (FORMERLY:T-SQUARE BUILDERS),1,2023-07-10,6.191208,125.138472,Koronadal City,6.5032,124.8469
Mindanao,Region XII,South Cotabato,SOUTH COTABATO (SECOND LEGISLATIVE DISTRICT),T'BOLI (SOUTH COTABATO),South Cotabato 2nd District Engineering Office,P00630531MN,"Construction of Riverbank Protection along Safall River, Brgy. Poblacion, T'boli, South Cotabato",Construction of Flood Mitigation Structure,2022,22MG0033,49408000,49407796.37,2022-07-28,BETTER WORK CONSTRUCTION,1,2022-03-02,6.21638889,124.8258333,Koronadal City,6.5032,124.8469
Mindanao,Region XII,South Cotabato,SOUTH COTABATO (SECOND LEGISLATIVE DISTRICT),T'BOLI (SOUTH COTABATO),South Cotabato 2nd District Engineering Office,P00732166MN,"Construction of River Bank Protection along Sumbong Creek, Brgy. Poblacion, T'boli, South Cotabato",Construction of Flood Mitigation Structure,2023,23MG0016,24500000,24498872.03,2023-08-02,SOUTHCAST CONSTRUCTION,1,2023-04-12,6.229059,124.813477,Koronadal City,6.5032,124.8469
Mindanao,Region XII,South Cotabato,SOUTH COTABATO (SECOND LEGISLATIVE DISTRICT),T'BOLI (SOUTH COTABATO),South Cotabato 2nd District Engineering Office,P00732162MN,"Construction of River Bank Protection along Safali River, Brgy. Poblacion, T'boli, South Cotabato",Construction of Flood Mitigation Structure,2023,23MG0034,49000000,24499667.6,2023-08-07,BETTER WORK CONSTRUCTION,1,2023-04-17,6.220376,124.826487,Koronadal City,6.5032,124.8469
Mindanao,Region XII,South Cotabato,SOUTH COTABATO (FIRST LEGISLATIVE DISTRICT),,South Cotabato 1st District Engineering Office,P00522255MN,"Construction of Flood Control Structure along Silway River, Barangay Simbo, Tupi, South Cotabato",Construction of Revetment,2021,21MB0007,29400000,29398635.49,2022-07-28,REYDAN BUILDERS,1,2022-03-08,6.249643,124.97074,Koronadal City,6.5032,124.8469
Mindanao,Region XII,South Cotabato,SOUTH COTABATO (THIRD LEGISLATIVE DISTRICT),,South Cotabato 1st District Engineering Office,P00522256MN,"Construction of Concrete Revetment, Sinawal River, Barangay Apopong, General Santos City",Construction of Revetment,2021,21MB0006,49000000,48976421.12,2023-01-06,LEGACY CONSTRUCTION CORPORATION (FORMERLY: LEGACY CONSTRUCTION),1,2022-03-08,6.126342,125.126351,Koronadal City,6.5032,124.8469
Mindanao,Region XII,South Cotabato,SOUTH COTABATO (THIRD LEGISLATIVE DISTRICT),,South Cotabato 1st District Engineering Office,P00522369MN,"Construction of Concrete Revetment, P.I. Silway River, Barangay Apopong, General Santos City",Construction of Revetment,2021,21MB0023,29400000,22631367.51,2022-09-20,J.G. ORANZA CONSTRUCTION,1,2022-03-08,6.130386,125.15105,Koronadal City,6.5032,124.8469
Mindanao,Region XII,South Cotabato,SOUTH COTABATO (THIRD LEGISLATIVE DISTRICT),,South Cotabato 1st District Engineering Office,P00522370MN,"Construction of Flood Control/Concrete Revetment along Makar River (Phase 2), Barangay Labangal, General Santos City",Construction of Revetment,2021,21MB0021,49000000,48998990.7,2022-09-30,"JDRC CONSTRUCTION & SUPPLIES, CORP.",1,2022-03-08,6.094344,125.142422,Koronadal City,6.5032,124.8469
Mindanao,Region XII,South Cotabato,SOUTH COTABATO (THIRD LEGISLATIVE DISTRICT),,South Cotabato 1st District Engineering Office,P00522371MN,"Construction of Flood Control/Concrete Revetment along Tinagacan-Buayan River (Phase 2), Barangay Tinagacan, General Santos City",Construction of Revetment,2021,21MB0022,49000000,45389626.18,2023-03-21,J.G. ORANZA CONSTRUCTION,1,2022-03-11,6.205003,125.237423,Koronadal City,6.5032,124.8469
Mindanao,Region XII,South Cotabato,SOUTH COTABATO (THIRD LEGISLATIVE DISTRICT),,South Cotabato 1st District Engineering Office,P00550515MN,"Construction/Upgrading/Rehabilitation of Drainage along National Roads-Secondary-Jct. Digos-Buayan Airport Road, General Santos City",Construction of Drainage Structure,2021,21MB0094,39200000,39193358.97,2023-12-19,VICENTE T. LAO CONSTRUCTION,1,2022-03-22,6.128585,125.197309,Koronadal City,6.5032,124.8469
Mindanao,Region XII,South Cotabato,SOUTH COTABATO (SECOND LEGISLATIVE DISTRICT),SURALLAH (SOUTH COTABATO),South Cotabato 2nd District Engineering Office,P00630620MN,"Construction of River Bank Protection along Safali River, Brgy. Naci, Surallah, South Cotabato",Construction of Flood Mitigation Structure,2022,22MG0012,44100000,44071697.8,2022-07-20,BETTER WORK CONSTRUCTION / GABRIELLAS ENTERPRISES,2,2022-03-09,6.34916667,124.7997222,Koronadal City,6.5032,124.8469
Mindanao,Region XII,South Cotabato,SOUTH COTABATO (SECOND LEGISLATIVE DISTRICT),SURALLAH (SOUTH COTABATO),South Cotabato 2nd District Engineering Office,P00732096MN,"Construction of River Bank Protection along Safali River, Brgy. Naci, Surallah, South Cotabato",Construction of Flood Mitigation Structure,2023,23MG0015,28950000,28899987.85,2023-11-07,REYDAN BUILDERS,1,2023-06-08,6.344946,124.799968,Koronadal City,6.5032,124.8469
Mindanao,Region XII,South Cotabato,SOUTH COTABATO (FIRST LEGISLATIVE DISTRICT),POLOMOLOK (SOUTH COTABATO),South Cotabato 1st District Engineering Office,P00620240MN,"Construction of Flood Mitigation Structure along Marbel-Makar Road (Pagalungan Section), (Apopong-Silway-Sinawal River Basin), Pagalungan, Polomolok, South Cotabato",Construction of Flood Mitigation Structure,2022,22MB0015,70968995,70968904.86,2022-11-15,AMPLEX CONSTRUCTION AND SUPPLIES,1,2022-03-29,6.2275,125.048056,Koronadal City,6.5032,124.8469
Mindanao,Region XII,South Cotabato,SOUTH COTABATO (FIRST LEGISLATIVE DISTRICT),POLOMOLOK (SOUTH COTABATO),South Cotabato 1st District Engineering Office,P00634422MN,"Construction of Drainage Structure along National Highway, Polomolok, South Cotabato",Construction of Drainage Structure,2022,22MB0129,49000000,48998762.8,2023-07-08,"CHL CONSTRUCTION & DEVELOPMENT ENTERPRISES, INC.",1,2023-01-05,6.2525,125.025556,Koronadal City,6.5032,124.8469
Mindanao,Region XII,South Cotabato,SOUTH COTABATO (FIRST LEGISLATIVE DISTRICT),POLOMOLOK (SOUTH COTABATO),South Cotabato 1st District Engineering Office,P00721312MN,"Construction of Concrete Revetment, Barangay Klinan 6, Polomolok, South Cotabato",Construction of Flood Mitigation Structure,2023,23MB0009,53075000,53060946.53,2023-07-09,J.G. ORANZA CONSTRUCTION,1,2023-02-21,6.199918,125.132855,Koronadal City,6.5032,124.8469
Mindanao,Region XII,South Cotabato,SOUTH COTABATO (FIRST LEGISLATIVE DISTRICT),POLOMOLOK (SOUTH COTABATO),South Cotabato 1st District Engineering Office,P00721313MN,"Construction of Concrete Revetment, (upstream of South Polomolok Bridge), Polomolok, South Cotabato",Construction of Flood Mitigation Structure,2023,23MB0008,49697500,42634628.85,2023-10-08,"ACCELERATED METAL TECHNOLOGY & CONSTRUCTION, INC.",1,2023-04-18,6.20687,125.072579,Koronadal City,6.5032,124.8469
Mindanao,Region XII,South Cotabato,SOUTH COTABATO (SECOND LEGISLATIVE DISTRICT),LAKE SEBU (SOUTH COTABATO),South Cotabato 2nd District Engineering Office,P00721470MN,"Construction of River Bank Protection along Ala River, Barangay Upper Maculan, Lake Sebu, South Cotabato",Construction of Flood Mitigation Structure,2023,23M00070,57900000,57899993.65,2023-08-31,AMPLEX CONSTRUCTION AND SUPPLIES,1,2023-03-10,6.242713,124.769435,Koronadal City,6.5032,124.8469
Mindanao,Region XII,South Cotabato,SOUTH COTABATO (FIRST LEGISLATIVE DISTRICT),TUPI (SOUTH COTABATO),South Cotabato 1st District Engineering Office,P00721311MN,"Construction of Concrete Revetment, (South Tupi Bridge), Tupi, South Cotabato",Construction of Flood Mitigation Structure,2023,23MB0007,53075000,53074049.88,2023-12-02,AMPLEX CONSTRUCTION AND SUPPLIES,1,2023-03-30,6.313525,124.9675806,Koronadal City,6.5032,124.8469
Mindanao,Region XII,South Cotabato,SOUTH COTABATO (FIRST LEGISLATIVE DISTRICT),TUPI (SOUTH COTABATO),South Cotabato 1st District Engineering Office,P00721314MN,"Construction of Concrete Revetment, Barangay Simbo, Tupi, South Cotabato",Construction of Flood Mitigation Structure,2023,23MB0010,50180000,50139871.77,2023-09-01,MRRM TRADING & CONSTRUCTION / SALMEGA BUILDERS,2,2023-03-30,6.248011,124.960228,Koronadal City,6.5032,124.8469
Mindanao,Region XII,South Cotabato,SOUTH COTABATO (FIRST LEGISLATIVE DISTRICT),TUPI (SOUTH COTABATO),South Cotabato 1st District Engineering Office,P00734408MN,"Construction of Drainage System (Box Culvert), Purok 6, Barangay Bunao, Tupi, South Cotabato",Construction of Drainage Structure,2023,23MB0033,4950000,4948882.27,2023-12-18,ROCKSTONE CONSTRUCTION SERVICES & SUPPLY,1,2023-07-20,6.331489,124.944476,Koronadal City,6.5032,124.8469
Mindanao,Region XII,South Cotabato,SOUTH COTABATO (SECOND LEGISLATIVE DISTRICT),SANTO NIÑO (SOUTH COTABATO),South Cotabato 2nd District Engineering Office,P00721511MN,"Construction of River Bank Protection along Ala River, Sitio Panes, Barangay Kolambog, Santo Niño, South Cotabato",Construction of Flood Mitigation Structure,2023,23MG0031,49000000,49000000,2023-11-24,ARCINUE COMM'L CORPORATION,1,2023-04-17,6.52861111,124.6069444,Koronadal City,6.5032,124.8469
Mindanao,Region XII,South Cotabato,SOUTH COTABATO (SECOND LEGISLATIVE DISTRICT),SANTO NIÑO (SOUTH COTABATO),South Cotabato 2nd District Engineering Office,P00721512MN,"Construction of Flood Control Structure along Ala River, Purok Santa Cecilla, Zone II, Barangay Poblacion, Santo Niño, South Cotabato",Construction of Flood Mitigation Structure,2023,23MG0011,45080000,45079806.32,2023-09-28,BETTER WORK CONSTRUCTION / MEGALINE BUILDERS AND SUPPLY,2,2023-04-17,6.42769,124.66894,Koronadal City,6.5032,124.8469
Mindanao,Region XII,South Cotabato,SOUTH COTABATO (SECOND LEGISLATIVE DISTRICT),SANTO NIÑO (SOUTH COTABATO),South Cotabato 2nd District Engineering Office,P00732165MN,"Construction of River Bank Protection along Ala River, Brgy. Ambalgan, Sto. Niño, South Cotabato",Construction of Flood Mitigation Structure,2023,23MG0014,29400000,29399875.1,2023-10-06,BETTER WORK CONSTRUCTION,1,2023-04-17,6.41123,124.685093,Koronadal City,6.5032,124.8469
Mindanao,Region XII,South Cotabato,SOUTH COTABATO (SECOND LEGISLATIVE DISTRICT),SANTO NIÑO (SOUTH COTABATO),South Cotabato 2nd District Engineering Office,P00721467MN,"Construction of River Bank Protection along Ala River, Santo Niño, South Cotabato",Construction of Flood Mitigation Structure,2023,23M00073,106150000,106149850.56,2024-10-07,"GEMMA CONSTRUCTION SUPPLY, INC.(FORMERLY:GEMMA CON",1,2023-09-19,6.473611,124.620278,Koronadal City,6.5032,124.8469
Mindanao,Region XII,Maguindanao del Norte,MAGUINDANAO DEL NORTE (LEGISLATIVE DISTRICT),,Cotabato City District Engineering Office,P00522110MN,"Construction of River Bank Protection (Revetment) at Esteros River-Upstream Phase II, Cotabato City",Construction of Flood Mitigation Structure,2021,21M00068,67516067.45,67549998.47,2023-01-15,ABU CONSTRUCTION,1,2022-03-08,7.18967,124.23625,Datu Odin Sinsuat,7.0586,124.2469
Mindanao,Region XII,Maguindanao del Norte,MAGUINDANAO DEL NORTE (LEGISLATIVE DISTRICT),,Cotabato City District Engineering Office,P00522326MN,"Construction of River Bank Protection (Revetment) along Tamontaka River, Tamontaka V, Phase III Cotabato City",Construction of Flood Mitigation Structure,2021,21M00070,96490689.91,96499999.09,2023-01-02,"GEMMA CONSTRUCTION SUPPLY, INC.(FORMERLY:GEMMA CON",1,2022-03-08,7.14028,124.30924,Datu Odin Sinsuat,7.0586,124.2469
Mindanao,Region XII,Maguindanao del Norte,MAGUINDANAO DEL NORTE (LEGISLATIVE DISTRICT),,Cotabato City District Engineering Office,P00522327MN,"Construction of River Bank Protection (Revetment) along Tamontaka River, Tamontaka IV, Phase I Cotabato City",Construction of Revetment,2021,21M00069,96482967.52,96499997.84,2023-01-02,"GEMMA CONSTRUCTION SUPPLY, INC.(FORMERLY:GEMMA CON",1,2022-03-08,7.15937,124.2782,Datu Odin Sinsuat,7.0586,124.2469
Mindanao,Region XII,Maguindanao del Norte,MAGUINDANAO DEL NORTE (LEGISLATIVE DISTRICT),BULUAN (MAGUINDANAO),Cotabato City District Engineering Office,P00633906MN,"Construction of Flood Mitigation Structure along Matampay River, Poblacion 7, Cotabato City",Construction of Flood Mitigation Structure,2022,22M00103,144749922.34,144621700.54,2023-12-22,FFJJ CONSTRUCTION,1,2022-08-15,7.225308,124.250023,Datu Odin Sinsuat,7.0586,124.2469
Mindanao,Region XII,Maguindanao del Norte,MAGUINDANAO DEL NORTE (LEGISLATIVE DISTRICT),DATU PIANG (MAGUINDANAO),Cotabato City District Engineering Office,P00620244MN,"Construction of River Bank Protection (Revetment) along Tamontaka-Capiton-Tanuel River (Tamontaka Section, Phase I), Datu Odin Sinsuat, Maguindanao",Construction of Revetment,2022,22M00020,82024859,81574238.89,2023-07-25,FFJJ CONSTRUCTION,1,2022-10-12,7.18013,124.22178,Datu Odin Sinsuat,7.0586,124.2469
Mindanao,Region XII,Maguindanao del Norte,MAGUINDANAO DEL NORTE (LEGISLATIVE DISTRICT),DATU PIANG (MAGUINDANAO),Cotabato City District Engineering Office,P00620246MN,"Construction of River Bank Protection (Revetment) along Tamontaka-Capiton-Tanuel River (Tamontaka Section, Phase III), Datu Odin Sinsuat, Maguindanao",Construction of Revetment,2022,22M00022,82024630.37,81223898.37,2023-12-22,DCD BUILDERS & ENTERPISES / CORICS CONSTRUCTION,2,2022-10-12,7.17508,124.22695,Datu Odin Sinsuat,7.0586,124.2469
Mindanao,Region XII,Maguindanao del Norte,MAGUINDANAO DEL NORTE (LEGISLATIVE DISTRICT),DATU PIANG (MAGUINDANAO),Cotabato City District Engineering Office,P00620247MN,"Construction of River Bank Protection (Revetment) along Tamontaka-Capiton-Tanuel River (Tamontaka Section, Phase IV), Datu Odin Sinsuat, Maguindanao",Construction of Revetment,2022,22M00023,81250779.4,80448703.76,2023-12-27,DCD BUILDERS & ENTERPISES / CORICS CONSTRUCTION,2,2022-10-12,7.17266,124.23129,Datu Odin Sinsuat,7.0586,124.2469
Mindanao,Region XII,Maguindanao del Norte,MAGUINDANAO DEL NORTE (LEGISLATIVE DISTRICT),DATU PIANG (MAGUINDANAO),Cotabato City District Engineering Office,P00620245MN,"Construction of River Bank Protection (Revetment) along Tamontaka-Capiton-Tanuel River (Tamontaka Section, Phase II), Datu Odin Sinsuat, Maguindanao",Construction of Revetment,2022,22M00021,82024542.28,81999595.28,2023-08-10,AMPLEX CONSTRUCTION AND SUPPLIES / KEY GENERAL MERCHANDISE AND CONSTRUCTION SERVICES,2,2022-10-26,7.17737,124.22379,Datu Odin Sinsuat,7.0586,124.2469
Mindanao,Region XII,Maguindanao del Norte,MAGUINDANAO DEL NORTE (LEGISLATIVE DISTRICT),DATU PIANG (MAGUINDANAO),Cotabato City District Engineering Office,P00620248MN,"Construction of River Bank Protection (Revetment) at Esteros River-Upstream, Phase II, Cotabato City",Construction of Revetment,2022,22M00024,28949922.8,28811519.78,2023-11-06,MUST ENTERPRISES,1,2022-12-27,7.188223,124.23979,Datu Odin Sinsuat,7.0586,124.2469
